contigName	contigLen	totalAvgDepth	L1.sorted.bam	L1.sorted.bam-var	L2.sorted.bam	L2.sorted.bam-var	L3.sorted.bam	L3.sorted.bam-var	P1.sorted.bam	P1.sorted.bam-var	P2.sorted.bam	P2.sorted.bam-var	P3.sorted.bam	P3.sorted.bam-var
NODE_4180_length_4766_cov_2.77797_ID_24518038	4766	0.560225	0	0	0.0660745	0.0617214	0.0797227	0.0933171	0.235919	0.228406	0.0808059	0.0829609	0.0977036	0.153167
NODE_4181_length_4766_cov_3.42687_ID_24090417	4766	0.330373	0	0	0.000649913	0.00194974	0.000649913	0.00194974	0.163995	0.137564	0.0656412	0.061778	0.0994367	0.0900017
NODE_4182_length_4766_cov_2.29336_ID_24304946	4766	0.262565	0.0979203	0.088348	0.0691075	0.0643434	0.0366118	0.035279	0.00411612	0.00410006	0.0136482	0.0303662	0.0411612	0.0490092
NODE_4183_length_4766_cov_24.8155_ID_24020558	4766	3.19064	0	0	0	0	0	0	0.718154	0.706432	1.37023	1.25245	1.10225	1.24887
NODE_4184_length_4765_cov_3.30934_ID_32551299	4765	0.718527	0.163164	0.136569	0.130878	0.11377	0.294041	0.397478	0	0	0.130444	0.113457	0	0
NODE_4185_length_4765_cov_2.7397_ID_24191869	4765	0.476056	0.035753	0.0908326	0.0266522	0.0471875	0.0106176	0.0105072	0.215818	0.662123	0.0929577	0.108171	0.0942579	0.223666
NODE_4186_length_4764_cov_4.06647_ID_24009688	4764	1.05072	0.0817078	0.0750493	0.228869	0.265396	0.0641526	0.0682914	0.108149	0.0964713	0.073472	0.0680919	0.494365	0.637602
NODE_4187_length_4764_cov_2.5963_ID_24032830	4764	0.524274	0.0407456	0.0473333	0	0	0.102731	0.0921994	0.065453	0.0611737	0.0951452	0.086112	0.220199	0.203816
NODE_4188_length_4763_cov_25.8677_ID_24205545	4763	3.86278	0.0737047	0.0765261	0.0654672	0.0611841	0	0	0.408194	0.401207	2.04097	2.08267	1.27444	1.38692
NODE_4189_length_4763_cov_2.15378_ID_24518816	4763	0.481899	0	0	0	0	0.00758725	0.00753122	0.0411879	0.0395001	0.0292651	0.0284131	0.403859	0.430735
NODE_4190_length_4762_cov_4.0376_ID_24218594	4762	0.642671	0.072203	0.0670064	0.151561	0.128619	0.0084562	0.00838744	0.225065	0.208285	0.0823938	0.0886224	0.102992	0.0924163
NODE_4191_length_4771_cov_2.57437_ID_24363617	4771	0.144774	0.0326769	0.031616	0	0	0	0	0.0383034	0.0450671	0.0651374	0.0609068	0.00865613	0.0172413
NODE_4192_length_4761_cov_2.61666_ID_24655566	4761	0.519844	0.0650618	0.0608459	0.0650618	0.0608427	0	0	0.204294	0.18993	0.185426	0.15107	0	0
NODE_4193_length_4759_cov_4.25234_ID_24234508	4759	0.631807	0.0314602	0.0495762	0.16164	0.135539	0.0147537	0.0145415	0.145151	0.252616	0.157301	0.197247	0.121501	0.13585
NODE_4194_length_4758_cov_27.1295_ID_24022380	4758	4.69032	0	0	0	0	0	0	0.875434	1.14276	2.23915	3.55773	1.57574	1.59139
NODE_4195_length_4758_cov_2.61897_ID_24277416	4758	0.276259	0	0	0	0	0.00499132	0.0049674	0.0831163	0.093579	0.00824653	0.016429	0.179905	0.207042
NODE_4196_length_4758_cov_2.42377_ID_24631661	4758	0.531684	0	0	0.00868056	0.01729	0	0	0.131076	0.159057	0.195964	0.15759	0.195964	0.157593
NODE_4197_length_4757_cov_33.8701_ID_32010497	4757	17.6134	1.91383	2.21596	1.52377	1.95639	1.12785	0.729424	4.02062	4.28378	4.52464	7.55848	4.50271	9.48226
NODE_4198_length_4756_cov_2.63837_ID_24264225	4756	0.780287	0	0	0.0653495	0.0610925	0.195832	0.202247	0.225358	0.234542	0.0653495	0.0610926	0.228398	0.182353
NODE_4199_length_4755_cov_2.41106_ID_25178391	4755	0.370467	0	0	0	0	0.130076	0.161833	0.0651466	0.0609144	0.044734	0.0427405	0.13051	0.113499
NODE_4200_length_4753_cov_3.12282_ID_24111802	4753	0.457745	0	0	0	0	0	0	0.261569	0.317444	0.196176	0.175995	0	0
NODE_4201_length_4753_cov_45.2341_ID_24943961	4753	7.20183	0.856398	1.043	0.719314	1.78048	1.22529	3.4447	1.58527	5.51553	1.20769	2.90402	1.60786	3.95809
NODE_4202_length_4752_cov_2.64126_ID_24195493	4752	0.414385	0.00825728	0.00819089	0.108866	0.118335	0	0	0.140156	0.14141	0.083442	0.0847564	0.0736636	0.0765144
NODE_4203_length_4752_cov_2.9257_ID_24128974	4752	0.52412	0	0	0	0	0.13103	0.113886	0.196436	0.188304	0.0656236	0.0613274	0.13103	0.113885
NODE_4204_length_4751_cov_2.18143_ID_30732025	4751	0.270593	0.0656379	0.0613412	0.0747664	0.0935372	0.0652032	0.0609619	0	0	0.0649859	0.0607734	0	0
NODE_4205_length_4756_cov_2.4704_ID_24438207	4756	0.494572	0.0325662	0.0315126	0.0653495	0.0610933	0.139601	0.149664	0.191706	0.173226	0	0	0.0653495	0.0610923
NODE_4206_length_4750_cov_2.79702_ID_24197953	4750	0.745	0.20413	0.269903	0.131087	0.11393	0.0654348	0.0611661	0.139783	0.146356	0.130652	0.167541	0.073913	0.0684642
NODE_4207_length_4749_cov_8.38688_ID_29898336	4749	5.98304	0.549467	0.479455	0.539248	0.460341	0.395956	0.451044	1.27115	1.64268	1.97913	1.57893	1.2481	0.870359
NODE_4208_length_4749_cov_2.90839_ID_24555026	4749	0.625788	0.0730594	0.0677363	0	0	0.0650141	0.0608074	0.195477	0.212975	0.208524	0.326002	0.0837139	0.0858648
NODE_4209_length_4749_cov_3.19323_ID_24224342	4749	0.409437	0	0	0.0732768	0.0679228	0	0	0.131115	0.173549	0.00456621	0.00454637	0.200478	0.244264
NODE_4210_length_4747_cov_3.39471_ID_24106145	4747	0.621492	0	0	0.00413313	0.00411702	0	0	0.518817	0.48295	0.0328475	0.0317782	0.065695	0.0613837
NODE_4211_length_4746_cov_3.07355_ID_24220899	4746	0.498259	0.111619	0.128342	0.0563533	0.0531876	0.0652741	0.0610298	0.00913838	0.00905696	0.0271976	0.0351669	0.228677	0.226477
NODE_4212_length_4746_cov_2.65572_ID_24181525	4746	0.619452	0.128155	0.23759	0.0654917	0.0612205	0.0983464	0.0886953	0.130766	0.113684	0.131201	0.114011	0.0654917	0.0612163
NODE_4213_length_4746_cov_2.48902_ID_24631742	4746	0.592254	0.0911662	0.16121	0.10705	0.104325	0	0	0.163621	0.165177	0.0739774	0.0767855	0.15644	0.203377
NODE_4214_length_4744_cov_3.4116_ID_24213704	4744	0.671963	0.0256857	0.025029	0.163909	0.182792	0.110144	0.0980422	0.237919	0.205724	0.0374401	0.0360467	0.0968655	0.0962071
NODE_4215_length_4743_cov_2.6698_ID_26979688	4743	0.429131	0	0	0.0657522	0.0614463	0	0	0.205312	0.17148	0	0	0.158067	0.133112
NODE_4216_length_4742_cov_2.03179_ID_25503849	4742	0.467117	0.0703397	0.0654039	0.0731707	0.0813353	0.0087108	0.0173497	0.0984321	0.088753	0.192073	0.183969	0.0243902	0.0743323
NODE_4217_length_4742_cov_4.42671_ID_24777811	4742	0.755226	0.00087108	0.000870467	0.164416	0.137417	0.131315	0.114099	0.0648955	0.0606973	0.0657666	0.0614563	0.327962	0.349829
NODE_4218_length_4742_cov_4.61831_ID_24259015	4742	0.58493	0.349739	0.349015	0.0655488	0.0612714	0.0986498	0.0889404	0	0	0.0328833	0.0318108	0.0381098	0.0366646
NODE_4219_length_4739_cov_2.30529_ID_25993106	4739	0.439311	0	0	0	0	0	0	0.131401	0.114163	0.131619	0.158788	0.176291	0.22152
NODE_4220_length_4739_cov_2.35312_ID_24989051	4739	0.359991	0	0	0	0	0.0984964	0.0888167	0.0655916	0.0613032	0.0326869	0.0316252	0.163216	0.167987
NODE_4221_length_4738_cov_3.00683_ID_25085882	4738	0.904969	0.0773758	0.071404	0.158021	0.382497	0.17633	0.145257	0.328248	0.397154	0.0278989	0.0685534	0.137097	0.219921
NODE_4222_length_4737_cov_2.74092_ID_24156681	4737	0.30412	0.0654022	0.0611359	0.0745585	0.0777377	0	0	0.0658382	0.0615169	0.0327011	0.0316375	0.0656202	0.0613265
NODE_4223_length_4737_cov_2.34665_ID_24895200	4737	0.509701	0	0	0.0654022	0.0611351	0.107042	0.103879	0.271419	0.295472	0.0658382	0.0615166	0	0
NODE_4224_length_4737_cov_2.39727_ID_24379311	4737	0.672117	0.00675823	0.00671406	0.148463	0.202326	0.0327011	0.0730679	0.250491	0.265413	0.112492	0.142593	0.121212	0.121365
NODE_4225_length_4736_cov_3.52916_ID_24087661	4736	0.599433	0	0	0.131705	0.24611	0.19734	0.216012	0	0	0.196904	0.158156	0.0734845	0.0681004
NODE_4226_length_4735_cov_3.66325_ID_28958446	4735	0.53675	0.232933	0.357581	0.139149	0.172166	0	0	0	0	0.131734	0.114404	0.0329335	0.0318549
NODE_4227_length_4735_cov_2.44316_ID_24493107	4735	0.620065	0.0654308	0.0611612	0.07241	0.0671828	0.0682661	0.0636236	0.105998	0.0947793	0.0654308	0.0611624	0.24253	0.323802
NODE_4228_length_4735_cov_2.47799_ID_24531093	4735	0.570774	0.040349	0.0387306	0.0739368	0.0767753	0.156161	0.172377	0.0654308	0.061161	0.104471	0.0935789	0.130425	0.147046
NODE_4229_length_4734_cov_2.63475_ID_24634878	4734	0.131326	0	0	0	0	0.0658813	0.0615484	0	0	0.065445	0.0930307	0	0
NODE_4230_length_4734_cov_2.74952_ID_31034103	4734	0.843368	0.345332	0.343083	0.0658813	0.0615516	0.0658813	0.0615501	0.0379581	0.0365194	0.131545	0.114269	0.196771	0.224839
NODE_4231_length_4734_cov_2.67985_ID_24423143	4734	0.37849	0	0	0.0656632	0.0613632	0.0658813	0.0615519	0.0739529	0.0767894	0.107112	0.221342	0.0658813	0.0615483
NODE_4232_length_4734_cov_28.5422_ID_24125049	4734	4.64529	0	0	0	0	0.0658813	0.0615533	0.558464	0.536396	2.30716	3.06304	1.71379	1.7701
NODE_4233_length_4749_cov_2.21291_ID_29885631	4749	0.137204	0	0	0.0739291	0.0767419	0	0	0.0493586	0.0965224	0	0	0.0139161	0.0219878
NODE_4234_length_4733_cov_2.95703_ID_26231706	4733	0.370063	0	0	0	0	0	0	0.00785512	0.00779502	0	0	0.362208	0.427045
NODE_4235_length_4733_cov_4.16054_ID_24294397	4733	0.59197	0.0122191	0.0120722	0.000872791	0.000872173	0.0091643	0.0182486	0.497491	0.344322	0.0722234	0.0670227	0	0
NODE_4236_length_4730_cov_33.6648_ID_24023328	4730	5.45895	0	0	0	0	0	0	1.33166	1.194	2.3941	2.84682	1.73319	1.41692
NODE_4237_length_4729_cov_2.30616_ID_24641067	4729	0.192182	0	0	0	0	0	0	0.00960908	0.00951832	0.00698843	0.00694171	0.175584	0.16051
NODE_4238_length_4729_cov_31.2024_ID_24023048	4729	5.52195	0	0	0.0655165	0.0612375	0.0659533	0.0616235	0.895392	1.0286	3.00349	2.99818	1.49159	1.10799
NODE_4239_length_4727_cov_4.93343_ID_23919256	4727	0.304566	0.0327726	0.0317034	0.0773432	0.0713765	0.0987546	0.089028	0	0	0.073629	0.0682242	0.0220669	0.0215846
NODE_4240_length_4727_cov_2.2622_ID_24325792	4727	0.246231	0	0	0	0	0.13109	0.238076	0.0985362	0.0888428	0	0	0.0166048	0.0329401
NODE_4241_length_4726_cov_2.73346_ID_24670709	4726	0.59222	0.0718969	0.0667418	0.00852273	0.0167595	0.175699	0.144862	0.123033	0.12322	0.0653409	0.0610873	0.147727	0.150852
NODE_4242_length_4726_cov_2.88118_ID_24207717	4726	0.822771	0	0	0.0406469	0.0543038	0.0745192	0.068982	0.500874	0.690732	0.197552	0.158559	0.00917832	0.0182761
NODE_4243_length_4726_cov_2.74459_ID_24445172	4726	0.587631	0.0417395	0.0400043	0.131774	0.114435	0.230988	0.252853	0.122815	0.107755	0.0163899	0.0248669	0.0439248	0.0419981
NODE_4244_length_4726_cov_4.88996_ID_24025028	4726	0.83632	0.171766	0.276936	0.0981206	0.105121	0.217439	0.349446	0.20236	0.607347	0.0987762	0.0890392	0.0478584	0.070058
NODE_4245_length_4725_cov_2.30535_ID_24488520	4725	0.743607	0.0987978	0.0890594	0.0655738	0.0612881	0.0128962	0.0214781	0.412896	0.437946	0	0	0.153443	0.139989
NODE_4246_length_4725_cov_3.4758_ID_32550817	4725	0.843497	0.206776	0.164062	0.296831	0.313721	0.027541	0.0267852	0	0	0.164153	0.137237	0.148197	0.126266
NODE_4247_length_4724_cov_3.04326_ID_24088188	4724	0.412768	0.165063	0.13784	0.0330127	0.0319295	0	0	0	0	0.214692	0.216297	0	0
NODE_4248_length_4723_cov_3.79863_ID_24028819	4723	0.649902	0.131861	0.1145	0.0426416	0.0408326	0.00765362	0.00759535	0.164881	0.137718	0.0402362	0.0478107	0.262628	0.254501
NODE_4249_length_4722_cov_2.42511_ID_24304345	4722	0.110892	0.0192476	0.0341917	0.00853018	0.00845904	0.0107174	0.0106045	0.0723972	0.0671713	0	0	0	0
NODE_4250_length_4722_cov_2.86565_ID_25085696	4722	0.534339	0.00918635	0.00910361	0.00940507	0.00931811	0	0	0.214348	0.191638	0.13189	0.114519	0.16951	0.178441
NODE_4251_length_4722_cov_2.41568_ID_27751851	4722	0.329396	0.0658355	0.0615144	0.00656168	0.00652085	0.0411199	0.0394402	0.0658355	0.0615143	0.0765529	0.0707075	0.0734908	0.068105
NODE_4252_length_4722_cov_2.22798_ID_24940165	4722	0.304899	0	0	0	0	0.0660542	0.0617048	0.131452	0.114193	0	0	0.107393	0.0958813
NODE_4253_length_4727_cov_2.27432_ID_24679349	4727	0.388246	0	0	0	0	0	0	0	0	0	0	0.388246	0.398847
NODE_4254_length_4723_cov_3.88853_ID_29067932	4723	0.441942	0	0	0.0946862	0.0857417	0.106932	0.0955263	0.098841	0.0890876	0.00962169	0.00953077	0.131861	0.114499
NODE_4255_length_4719_cov_2.98113_ID_26233961	4719	0.436419	0.00919238	0.00910973	0.131101	0.113937	0	0	0.14095	0.121099	0.145984	0.124695	0.00919238	0.00910949
NODE_4256_length_4718_cov_2.39309_ID_24080454	4718	0.559982	0.0658932	0.0615621	0.139667	0.129396	0	0	0.222855	0.204765	0.131567	0.164203	0	0
NODE_4257_length_4718_cov_2.26464_ID_24494423	4718	0.485771	0.0658932	0.0615595	0.00831874	0.0165714	0.197461	0.290297	0.0658932	0.0615593	0.0737741	0.0683385	0.0744308	0.0772382
NODE_4258_length_4718_cov_2.70362_ID_24459574	4718	0.54225	0.00831874	0.0165716	0	0	0.0658932	0.0615578	0.140762	0.131045	0.0757443	0.0792189	0.251532	0.227289
NODE_4259_length_4717_cov_4.07036_ID_24022414	4717	0.645938	0	0	0	0	0.0330633	0.0319804	0.348588	0.379968	0.264287	0.194472	0	0
NODE_4260_length_4717_cov_2.44595_ID_25354740	4717	0.530545	0	0	0.00744471	0.00739096	0	0	0.207576	0.236799	0.0365667	0.0352385	0.278958	0.201185
NODE_4261_length_4715_cov_2.79635_ID_24173100	4715	0.429135	0.0661555	0.0617913	0.0330778	0.0319928	0.0661555	0.0617818	0.0990142	0.0892261	0.0657174	0.0614211	0.0990142	0.0892249
NODE_4262_length_4715_cov_2.62082_ID_24052225	4715	0.471632	0.141073	0.213659	0	0	0	0	0.0746988	0.0691354	0.0580504	0.0546947	0.197809	0.158713
NODE_4263_length_4715_cov_27.0283_ID_24175005	4715	3.56977	0	0	0	0	0	0	0.49529	0.402984	2.27579	1.75016	0.798686	0.696317
NODE_4264_length_4714_cov_2.46898_ID_26099390	4714	0.280894	0.0657318	0.0614248	0.131902	0.114529	0	0	0.0659509	0.0616199	0.0105171	0.020925	0.00679229	0.00674763
NODE_4265_length_4713_cov_2.07815_ID_24137842	4713	0.403243	0.00767039	0.00761241	0	0	0	0	0	0	0	0	0.395573	0.339987
NODE_4266_length_4713_cov_2.59296_ID_24514074	4713	0.545036	0	0	0.131712	0.114387	0.141574	0.130761	0.131712	0.114383	0.0751698	0.0782987	0.0648696	0.0606777
NODE_4267_length_4713_cov_2.51159_ID_24918822	4713	0.743809	0.0751698	0.0787382	0.132369	0.119692	0.0990576	0.0892662	0.0734166	0.0680483	0.132588	0.115033	0.231208	0.295723
NODE_4268_length_4712_cov_2.81018_ID_24758835	4712	0.556993	0.13174	0.159996	0.139632	0.136368	0.0659798	0.0616445	0.144673	0.14263	0	0	0.0749671	0.0781292
NODE_4269_length_4711_cov_1.72229_ID_24122571	4711	0.297084	0	0	0.0657751	0.0614662	0	0	0.0662135	0.061847	0.0991011	0.0893029	0.0659943	0.061657
NODE_4270_length_4710_cov_3.38625_ID_24112121	4710	0.460088	0.132237	0.114779	0.0657895	0.0614781	0.162939	0.136421	0	0	0.0660088	0.0616691	0.033114	0.0320257
NODE_4271_length_4710_cov_2.59506_ID_24236622	4710	0.719298	0.0589912	0.0730703	0.0239035	0.0386852	0.170395	0.158498	0.17193	0.173107	0.173026	0.199289	0.121053	0.15204
NODE_4272_length_4708_cov_3.37223_ID_24747733	4708	0.368363	0.0662571	0.0618834	0.0993857	0.129903	0.132514	0.247533	0.0041685	0.00415201	0	0	0.0660377	0.0616913
NODE_4273_length_4708_cov_25.8571_ID_28683081	4708	4.46994	0.94208	1.03241	0.969724	1.16349	1.35191	0.990006	0.444054	0.333812	0.18495	0.260036	0.577227	0.424013
NODE_4274_length_4707_cov_2.56535_ID_24083938	4707	0.458416	0.0658328	0.061512	0.217907	0.170463	0	0	0.00965547	0.0192204	0.165021	0.137814	0	0
NODE_4275_length_4706_cov_2.65964_ID_24480978	4706	0.734416	0.0327041	0.0316402	0.108209	0.0965242	0.0660667	0.0617155	0.128622	0.132298	0.259219	0.251325	0.139596	0.155693
NODE_4276_length_4706_cov_2.17695_ID_29672087	4706	0.330773	0	0	0	0	0	0	0	0	0	0	0.330773	0.230204
NODE_4277_length_4706_cov_12.8852_ID_32630057	4706	9.02524	0.352502	0.244546	0.806629	0.750949	0.84043	0.655745	2.54368	2.48303	2.34175	2.66317	2.14025	3.33367
NODE_4278_length_4714_cov_2.35914_ID_24259271	4714	0.182954	0.06617	0.0618041	0	0	0.0659509	0.0616219	0.00679229	0.00674753	0	0	0.0440403	0.0530672
NODE_4279_length_4705_cov_3.20903_ID_24114482	4705	0.612953	0.00461032	0.00458989	0.139627	0.193485	0	0	0.220198	0.203799	0.0983535	0.0886997	0.150165	0.145643
NODE_4280_length_4704_cov_3.49839_ID_24264117	4704	0.274484	0.00439174	0.00437324	0	0	0.0663153	0.0619293	0.137681	0.14908	0	0	0.0660957	0.0617371
NODE_4281_length_4704_cov_2.3988_ID_24449639	4704	0.463549	0	0	0	0	0	0	0	0	0	0	0.463549	0.336568
NODE_4282_length_4704_cov_2.38008_ID_24460022	4704	0.756917	0.23935	0.190456	0.061704	0.0579131	0.0557751	0.0526774	0.294247	0.261744	0.00658762	0.00654569	0.0992534	0.0894261
NODE_4283_length_4704_cov_2.97741_ID_29754731	4704	0.727053	0.00922266	0.00913948	0.151076	0.128282	0.173254	0.19555	0.124726	0.13292	0.235397	0.21429	0.0333773	0.0322701
NODE_4284_length_4703_cov_3.27775_ID_24203305	4703	0.757523	0.39754	0.352475	0	0	0.0661103	0.0617494	0.0755546	0.0790874	0.152207	0.161151	0.0661103	0.0617497
NODE_4285_length_4703_cov_2.44428_ID_24383819	4703	0.711179	0	0	0	0	0	0	0.00834615	0.0166258	0.00922469	0.0183675	0.693609	0.517507
NODE_4286_length_4706_cov_3.30658_ID_24523364	4706	0.385206	0.0331431	0.0320517	0.132572	0.115025	0.00504829	0.00502344	0.132572	0.115025	0.0643108	0.0601967	0.0175593	0.034816
NODE_4287_length_4703_cov_3.27582_ID_24406079	4703	0.702833	0.165825	0.138361	0.0661103	0.0617502	0	0	0.282451	0.227759	0.113771	0.100847	0.074676	0.0774667
NODE_4288_length_4702_cov_2.85474_ID_24651285	4702	0.376977	0.0593146	0.0659213	0.0101054	0.020113	0.0331722	0.0320777	0.141916	0.18245	0	0	0.132469	0.115389
NODE_4289_length_4702_cov_2.28362_ID_24362171	4702	0.431459	0.0746924	0.0691325	0	0	0.132469	0.114951	0.0661248	0.0617614	0.150044	0.153491	0.0081283	0.00806321
NODE_4290_length_4701_cov_4.06952_ID_32551489	4701	1.02153	0.379697	0.287441	0.0995386	0.0896502	0.264557	0.248227	0.107888	0.0962652	0.0287849	0.0279654	0.141068	0.121193
NODE_4291_length_4701_cov_2.78562_ID_24107131	4701	0.595693	0.0659196	0.0615795	0.165458	0.138112	0	0	0.066359	0.0619675	0.232257	0.256164	0.0656998	0.0613915
NODE_4292_length_4701_cov_2.87925_ID_29746054	4701	0.45111	0	0	0.0749286	0.0781207	0.0661393	0.0617759	0.0331795	0.0320836	0.144584	0.123701	0.132279	0.247082
NODE_4293_length_4700_cov_2.89645_ID_24278301	4700	0.486374	0	0	0.152527	0.129285	0.0331868	0.0320907	0.296484	0.31678	0.00241758	0.00241227	0.00175824	0.00175554
NODE_4294_length_4700_cov_2.30807_ID_25284775	4700	0.429451	0.00835165	0.0166368	0.0663736	0.0619758	0.096044	0.0868385	0.107692	0.109744	0.0432967	0.0414313	0.107692	0.104468
NODE_4295_length_4699_cov_3.03531_ID_24471817	4699	0.592438	0.0813366	0.0747429	0.0657287	0.0614323	0.0745219	0.0909712	0.00879314	0.0175127	0.140031	0.128797	0.222027	0.224661
NODE_4296_length_4699_cov_2.75323_ID_24236565	4699	0.496153	0	0	0.00945263	0.0181623	0.139811	0.121175	0.144647	0.123757	0.132557	0.144477	0.0696856	0.0648405
NODE_4297_length_4699_cov_2.27153_ID_24153473	4699	0.198945	0	0	0	0	0	0	0.0663882	0.0619837	0.0661684	0.061796	0.0663882	0.0619937
NODE_4298_length_4698_cov_2.65087_ID_24213265	4698	0.363456	0.198989	0.159421	0.150396	0.127814	0.00879508	0.0175166	0	0	0	0	0.00527705	0.00525052
NODE_4299_length_4697_cov_3.9623_ID_24059492	4697	1.22674	0.198812	0.159321	0.165604	0.138215	0.231581	0.297195	0.26567	0.348214	0.0664174	0.0620251	0.298658	0.288275
NODE_4300_length_4714_cov_2.79707_ID_24752353	4714	0.405346	0.06617	0.061801	0	0	0.107581	0.104354	0	0	0.231595	0.224026	0	0
NODE_4301_length_4694_cov_2.64173_ID_24266433	4694	0.53235	0.145467	0.198305	0	0	0.0184859	0.0181497	0.0167254	0.0248135	0.200704	0.319387	0.150968	0.128202
NODE_4302_length_4694_cov_9.27592_ID_24043652	4694	1.45511	0.121259	0.114947	0.412412	0.389399	0.149428	0.232352	0.372799	0.455763	0.132042	0.164384	0.267165	0.286511
NODE_4303_length_4693_cov_2.81177_ID_24153870	4693	0.551618	0.0662558	0.0618821	0	0	0.143517	0.154651	0.136914	0.118192	0.0660357	0.0616888	0.138895	0.119628
NODE_4304_length_4693_cov_3.07094_ID_24069406	4693	0.508695	0.109179	0.0972867	0.0662558	0.0618817	0.0160687	0.0158138	0.108519	0.0967665	0.0768215	0.137441	0.131851	0.114497
NODE_4305_length_4692_cov_524.499_ID_31976995	4692	199.269	41.5205	206.041	42.5837	477.068	39.8225	366.94	24.974	129.854	26.8432	169.31	23.5247	105.009
NODE_4306_length_4691_cov_3.28387_ID_29579325	4691	0.608897	0.0204801	0.020065	0.0332526	0.0321539	0	0	0.331645	0.280295	0.198414	0.15908	0.0251046	0.0328513
NODE_4307_length_4691_cov_2.51359_ID_26221444	4691	0.378331	0	0	0	0	0.149086	0.135693	0.066285	0.0619052	0	0	0.16296	0.195021
NODE_4308_length_4691_cov_2.42041_ID_24623724	4691	1.7745	0.120238	0.50534	0.288703	0.889544	0.0920502	0.889763	0.445276	5.4889	0.319313	3.47999	0.508919	9.05087
NODE_4309_length_4691_cov_2.52222_ID_25487192	4691	0.449901	0	0	0.0660647	0.0617137	0	0	0.157234	0.17395	0.146003	0.164358	0.080599	0.0824918
NODE_4310_length_4690_cov_3.09213_ID_24248210	4690	0.367621	0.132819	0.115203	0.0330396	0.031958	0	0	0.0295154	0.0286506	0.0665198	0.0621087	0.105727	0.149202
NODE_4311_length_4690_cov_2.77411_ID_24145754	4690	0.546696	0.00881057	0.0175471	0.0662996	0.0619171	0.232159	0.368697	0	0	0.0744493	0.077294	0.164978	0.137793
NODE_4312_length_4689_cov_2.57294_ID_24230508	4689	0.539987	0.265257	0.260597	0	0	0	0	0.141661	0.148511	0.0665345	0.0621207	0.0665345	0.062121
NODE_4313_length_4689_cov_3.82736_ID_24045538	4689	0.46486	0	0	0.0665345	0.0621196	0.0665345	0.0621198	0	0	0.198722	0.164995	0.133069	0.115382
NODE_4314_length_4689_cov_2.70522_ID_24654494	4689	0.531174	0.0524345	0.0496932	0.00793126	0.00786905	0.141221	0.124395	0.1551	0.14341	0.0846001	0.0928948	0.0898876	0.0844714
NODE_4315_length_4688_cov_3.5232_ID_24073703	4688	0.637726	0.11591	0.102492	0	0	0.0665491	0.0912281	0	0	0.232261	0.236108	0.223006	0.246042
NODE_4316_length_4688_cov_3.14051_ID_24022900	4688	0.769282	0.0665491	0.0700676	0.0661084	0.0617501	0.00749229	0.00743796	0.131776	0.180562	0.165491	0.138132	0.331864	0.31081
NODE_4317_length_4687_cov_2.50259_ID_25002913	4687	0.630813	0	0	0.0665638	0.0621462	0.0253471	0.0247086	0.265814	0.265318	0.0742782	0.0687805	0.19881	0.195915
NODE_4318_length_4687_cov_2.64875_ID_24022914	4687	0.582543	0.0722945	0.0670806	0.0332819	0.0321854	0.131364	0.114128	0	0	0.265374	0.344469	0.0802292	0.0738083
NODE_4319_length_4687_cov_7.76878_ID_31591823	4687	1.24157	0.318052	0.253981	0.0326207	0.0315646	0.166189	0.138611	0.286753	0.383142	0.205642	0.163392	0.232312	0.178376
NODE_4320_length_4686_cov_3.6111_ID_24057744	4686	0.516093	0	0	0.0665785	0.062157	0.199074	0.291369	0	0	0.138228	0.119144	0.112213	0.0996481
NODE_4321_length_4685_cov_3.47883_ID_24601277	4685	0.319735	0.0224917	0.0219892	0.0665932	0.062165	0	0	0.132966	0.11531	0.0976847	0.088166	0	0
NODE_4322_length_4685_cov_2.46199_ID_24382723	4685	0.380375	0.0101433	0.0100427	0.0269019	0.0350065	0.130981	0.128405	0.00904079	0.0177842	0.116428	0.102893	0.0868798	0.0903745
